name,date,temp,prcp,wdsp
KIELCE,2021-08-17,15,0.47,4.5
GDANSK,2021-07-07,21,0.0,8.7
LUBLIN,2021-07-27,23,,5.4
LUBLIN,2021-08-01,22,,5.6
GORZOW WLKP,2021-04-19,11,0.05,4.4
KIELCE,2021-07-10,19,0.22,3.9
KATOWICE,2021-07-14,24,0.43,7.2
KATOWICE,2021-07-16,22,0.06,4.4
LUBLIN,2021-07-01,20,,6.6
SZCZECIN,2021-06-20,26,0.0,7.8
OLSZTYN,2021-06-22,24,0.39,5.9
SZCZECIN,2021-07-09,19,0.0,4.7
KATOWICE,2021-08-31,14,1.04,8.8
GDANSK,2021-05-03,6,0.24,8.2
GORZOW WLKP,2021-04-29,10,0.08,4.9
OPOLE,2021-08-10,20,0.24,2.9
ZIELONA GORA,2021-06-21,24,0.98,5.1
KATOWICE,2021-05-13,16,0.0,6.6
KIELCE,2021-04-14,1,0.3,6.8
KATOWICE,2021-12-18,2,0.0,8.8
BIALYSTOK,2021-04-09,5,,5.7
KATOWICE,2021-04-05,5,0.0,15.4
ZIELONA GORA,2021-03-08,1,0.01,3.9
KATOWICE,2021-12-01,3,0.05,12.7
GDANSK,2021-01-05,2,0.02,12.1
OPOLE,2021-11-26,1,0.31,2.3
LUBLIN,2021-01-05,3,,11.3
BIALYSTOK,2021-03-23,3,,4.1
BIALYSTOK,2021-02-02,-4,0.0,5.6
BIALYSTOK,2021-12-24,-3,0.03,5
OPOLE,2021-01-28,-1,0.0,3.2
GDANSK,2021-03-11,0,0.0,17.7
BIALYSTOK,2021-03-21,-1,0.04,6.1
BIALYSTOK,2021-12-19,3,0.15,7.4
OPOLE,2021-01-25,0,0.09,4.9
GDANSK,2021-02-15,-2,0.0,6.8
ZIELONA GORA,2021-01-23,1,0.0,5.5
GORZOW WLKP,2021-01-10,0,0.0,4.6
GDANSK,2021-01-14,-1,0.02,8.2
KATOWICE,2021-03-11,0,0.02,10.6
LUBLIN,2021-01-10,0,,6.1
KIELCE,2021-12-01,2,0.21,6
GORZOW WLKP,2021-03-11,3,0.16,7.4
SZCZECIN,2021-01-08,0,0.07,3.1
OPOLE,2021-12-20,1,0.04,7.7
SZCZECIN,2021-02-03,0,0.09,6.5
KATOWICE,2021-11-23,2,0.03,8
OLSZTYN,2021-03-07,1,0.12,8.7
OLSZTYN,2021-03-13,5,0.07,8
GDANSK,2021-12-04,1,0.0,7.6
OPOLE,2021-11-28,-1,0.0,3.3
OPOLE,2021-01-13,0,0.04,5.9
LUBLIN,2021-12-06,0,,4.3
GDANSK,2021-04-06,2,0.0,10
KIELCE,2021-12-09,-3,0.79,5.3
KIELCE,2021-11-30,0,0.06,8.6
OLSZTYN,2021-04-06,1,,6.2
GORZOW WLKP,2021-01-14,0,0.05,6.7
OLSZTYN,2021-02-02,-3,0.0,6.1
BIALYSTOK,2021-01-09,-1,0.06,4
OLSZTYN,2021-05-03,5,0.08,8.7
GORZOW WLKP,2021-02-02,-1,0.0,3.7
OPOLE,2021-02-04,3,0.15,7.1
ZIELONA GORA,2021-12-28,-4,0.0,7.7
OPOLE,2021-11-27,1,0.24,3.6
KATOWICE,2021-03-21,-3,0.0,11.5
KIELCE,2021-02-18,-2,0.29,3.6
LUBLIN,2021-04-14,1,,7.9
ZIELONA GORA,2021-04-08,3,0.11,8.1
GORZOW WLKP,2021-01-05,1,0.0,6.8
KATOWICE,2021-01-29,-3,0.12,5.4
KIELCE,2021-02-16,-6,,4.8
SZCZECIN,2021-12-02,1,0.04,13.9
LUBLIN,2021-04-26,3,,5.7
OPOLE,2021-04-14,4,0.06,6.7
GDANSK,2021-03-18,2,0.01,7.2
BIALYSTOK,2021-03-17,2,,4.7
KATOWICE,2021-12-09,-3,0.0,6.3
OLSZTYN,2021-12-19,3,0.08,10.4
LUBLIN,2021-04-07,1,,8.9
GDANSK,2021-11-29,3,0.12,9.9
ZIELONA GORA,2021-04-03,3,0.04,6.2
ZIELONA GORA,2021-04-05,2,0.0,8.7
KATOWICE,2021-05-06,8,0.14,12.4
OLSZTYN,2021-11-24,5,0.01,5.6
OPOLE,2021-02-20,6,0.0,6.6
BIALYSTOK,2021-02-19,-12,0.0,5.3
GORZOW WLKP,2021-02-13,-3,0.0,6
ZIELONA GORA,2021-02-13,-4,0.0,7.8
BIALYSTOK,2021-02-21,0,0.0,3.3
OLSZTYN,2021-02-21,3,0.0,4.5
SZCZECIN,2021-02-21,6,0.0,5.4
GDANSK,2021-09-03,15,0.0,7.3
ZIELONA GORA,2021-09-03,17,0.0,5
OLSZTYN,2021-12-31,8,0.0,8.7
KIELCE,2021-01-07,0,0.21,3.5
BIALYSTOK,2021-03-30,10,0.06,3.5
OLSZTYN,2021-11-12,6,0.0,3.8
KIELCE,2021-09-30,11,0.04,2.2
KATOWICE,2021-09-03,14,0.0,4.9
KIELCE,2021-05-24,13,0.0,6.2
GORZOW WLKP,2021-04-28,10,0.0,6.6
OLSZTYN,2021-04-28,7,0.0,4.5
KIELCE,2021-08-09,19,0.46,2.9
BIALYSTOK,2021-04-28,6,0.0,3
ZIELONA GORA,2021-03-18,0,0.09,4.2
BIALYSTOK,2021-07-23,18,0.0,2.6
OLSZTYN,2021-07-23,19,0.0,4.9
GORZOW WLKP,2021-07-09,20,0.11,4.4
OPOLE,2021-11-11,5,0.0,2.4
OPOLE,2021-07-23,20,0.0,1.8
GDANSK,2021-07-18,22,0.0,6.8
BIALYSTOK,2021-01-23,3,,4.1
GORZOW WLKP,2021-07-15,24,0.02,3.6
BIALYSTOK,2021-02-01,-10,0.0,2.3
KIELCE,2021-12-16,5,0.0,5
KIELCE,2021-11-12,2,0.0,2.6
OLSZTYN,2021-09-15,15,0.0,2.7
ZIELONA GORA,2021-09-29,13,0.0,6.6
GORZOW WLKP,2021-12-13,3,0.02,2.3
BIALYSTOK,2021-07-10,22,0.0,4.5
SZCZECIN,2021-02-16,-2,0.11,8.8
KATOWICE,2021-06-21,25,0.0,8
KATOWICE,2021-08-09,19,0.31,4.1
GDANSK,2021-07-30,20,0.0,10.1
OPOLE,2021-03-25,8,0.0,3.1
OLSZTYN,2021-07-05,22,0.0,3.1
OLSZTYN,2021-09-07,12,0.0,2.2
ZIELONA GORA,2021-04-09,6,0.01,7.6
ZIELONA GORA,2021-06-07,22,0.0,5.2
KATOWICE,2021-01-01,-2,0.0,4.9
GDANSK,2021-05-31,12,0.0,6.6
LUBLIN,2021-11-22,5,,3.8
OPOLE,2021-03-10,-1,0.0,2.9
OPOLE,2021-03-24,5,0.0,3.5
ZIELONA GORA,2021-07-21,18,0.0,4.3
BIALYSTOK,2021-04-27,2,0.0,3.5
SZCZECIN,2021-07-25,23,0.0,9.5
KATOWICE,2021-07-23,19,0.0,2.5
GDANSK,2021-04-20,9,0.0,5.8
LUBLIN,2021-04-24,5,0.0,7.9
OLSZTYN,2021-07-24,20,0.0,3.3
GORZOW WLKP,2021-02-22,5,0.0,3
GORZOW WLKP,2021-05-24,15,0.02,5.7
GORZOW WLKP,2021-06-29,24,0.0,4
KATOWICE,2021-06-17,21,0.0,7.4
LUBLIN,2021-05-27,15,0.0,6.3
OLSZTYN,2021-03-30,11,0.04,4.5
OLSZTYN,2021-08-04,15,1.54,2.8
OLSZTYN,2021-09-10,18,0.0,3.3
ZIELONA GORA,2021-01-28,0,0.01,5.5
BIALYSTOK,2021-10-05,13,0.0,8.8
BIALYSTOK,2021-10-10,4,0.0,1.6
LUBLIN,2021-07-24,22,0.0,3.5
OPOLE,2021-06-15,19,0.0,2
KIELCE,2021-10-14,6,0.0,4.1
OLSZTYN,2021-07-20,19,0.0,4.9
ZIELONA GORA,2021-01-02,0,0.0,3.1
GORZOW WLKP,2021-06-09,20,0.0,4.8
GORZOW WLKP,2021-10-16,8,0.13,4.4
SZCZECIN,2021-11-21,7,,6.8
KATOWICE,2021-06-07,18,0.0,3.9
GDANSK,2021-02-26,6,0.0,9.4
GDANSK,2021-06-16,15,0.0,6.2
LUBLIN,2021-07-21,21,0.0,8.1
OPOLE,2021-04-04,4,0.08,4.1
OPOLE,2021-09-02,16,0.0,3.7
KIELCE,2021-12-28,-5,1.57,5.1
OLSZTYN,2021-08-15,19,0.0,4.4
GORZOW WLKP,2021-09-07,17,0.0,2.9
BIALYSTOK,2021-02-22,0,0.0,2.4
GDANSK,2021-06-11,18,0.0,5.3
GDANSK,2021-12-30,1,0.0,5.8
KIELCE,2021-02-26,5,,4.3
OLSZTYN,2021-03-04,1,0.02,6.8
ZIELONA GORA,2021-05-11,23,0.0,7.5
SZCZECIN,2021-07-31,19,0.0,9
SZCZECIN,2021-09-14,14,0.0,2.2
SZCZECIN,2021-09-29,14,0.09,9.9
KATOWICE,2021-05-09,14,0.01,8
LUBLIN,2021-10-17,8,0.0,5.7
LUBLIN,2021-11-10,3,0.0,4.2
OPOLE,2021-08-19,18,0.0,4.3
KIELCE,2021-09-06,11,0.0,2.8
KIELCE,2021-09-11,16,0.0,2.2
ZIELONA GORA,2021-03-06,2,0.0,6.6
SZCZECIN,2021-09-11,19,,4.5
GDANSK,2021-12-11,-3,0.02,7.4
KIELCE,2021-04-03,2,0.0,4.5
OLSZTYN,2021-08-24,13,0.0,6.8
ZIELONA GORA,2021-09-07,17,0.0,2.9
GORZOW WLKP,2021-12-25,-8,0.09,3.6
SZCZECIN,2021-10-01,12,0.0,10.6
KATOWICE,2021-03-26,8,0.0,5.5
LUBLIN,2021-02-22,2,0.0,4.2
OLSZTYN,2021-05-01,7,0.0,4.1
ZIELONA GORA,2021-01-18,-7,0.0,4.4
BIALYSTOK,2021-06-21,25,0.0,3.7
SZCZECIN,2021-03-31,12,0.0,3.6
SZCZECIN,2021-06-04,19,0.0,6.4
SZCZECIN,2021-06-14,18,0.0,3.8
KATOWICE,2021-11-13,3,0.0,4.2
GDANSK,2021-04-13,4,0.02,6.1
OPOLE,2021-05-23,12,0.28,4.4
KIELCE,2021-06-09,19,0.0,4.7
KIELCE,2021-07-07,24,0.0,4.5
KIELCE,2021-09-15,16,0.0,3.5
OLSZTYN,2021-03-17,1,0.0,7.4
ZIELONA GORA,2021-05-30,11,0.08,4.5
ZIELONA GORA,2021-10-09,8,0.0,4.9
BIALYSTOK,2021-06-09,19,0.0,4.4
SZCZECIN,2021-03-10,-1,0.0,4.6
GDANSK,2021-06-27,18,0.0,5.3
ZIELONA GORA,2021-07-20,17,0.0,4.5
ZIELONA GORA,2021-11-28,1,0.0,3.4
ZIELONA GORA,2021-11-29,0,0.0,6.2
GORZOW WLKP,2021-08-29,15,0.0,3.2
LUBLIN,2021-02-24,6,0.0,7.3
OPOLE,2021-03-03,6,0.0,2.6
OLSZTYN,2021-06-27,18,0.0,5.5
OLSZTYN,2021-10-08,6,0.0,3.5
ZIELONA GORA,2021-06-05,21,0.06,4.4
ZIELONA GORA,2021-11-15,4,0.01,4.6
SZCZECIN,2021-03-25,6,0.0,4.3
KATOWICE,2021-06-20,24,0.0,7.4
KATOWICE,2021-10-01,9,0.0,6
GDANSK,2021-10-24,5,0.0,5.2
LUBLIN,2021-06-02,15,0.0,4.3
LUBLIN,2021-07-07,25,0.0,3.9
KIELCE,2021-10-03,12,0.0,5.5
OLSZTYN,2021-06-02,16,0.0,4.5
ZIELONA GORA,2021-09-19,11,0.17,3.2
GORZOW WLKP,2021-10-07,12,0.0,3.5
BIALYSTOK,2021-06-19,22,0.0,2.6
SZCZECIN,2021-05-17,13,0.07,4.9
SZCZECIN,2021-09-01,15,0.0,5.5
KATOWICE,2021-03-19,-1,0.0,4.2
GDANSK,2021-03-10,0,0.0,4
GDANSK,2021-12-13,0,0.0,7.4
OPOLE,2021-06-03,17,0.0,3.6
OLSZTYN,2021-06-16,16,0.0,3.4
OLSZTYN,2021-08-03,17,0.0,4.4
OLSZTYN,2021-09-09,17,0.0,4
ZIELONA GORA,2021-01-04,0,0.41,4.4
GORZOW WLKP,2021-04-27,6,0.0,4.4
KATOWICE,2021-08-29,13,0.0,2.9
KIELCE,2021-06-01,12,0.0,1.7
OLSZTYN,2021-08-14,20,0.0,4.5
OLSZTYN,2021-12-12,-3,0.0,4
ZIELONA GORA,2021-11-02,8,0.44,3.8
BIALYSTOK,2021-04-01,9,,5.3
SZCZECIN,2021-06-07,19,0.0,4.7
SZCZECIN,2021-10-03,16,0.0,13.8
OPOLE,2021-01-02,0,0.01,2.1
OPOLE,2021-03-19,0,0.01,4.5
OPOLE,2021-05-10,20,0.0,9.4
OLSZTYN,2021-05-17,15,0.06,3.5
OLSZTYN,2021-07-28,22,0.48,2.7
ZIELONA GORA,2021-12-05,-1,0.08,3.9
GORZOW WLKP,2021-09-04,16,0.0,3.9
BIALYSTOK,2021-10-25,3,0.0,3.8
BIALYSTOK,2021-10-31,8,0.0,4.9
BIALYSTOK,2021-11-01,6,0.0,5.8
SZCZECIN,2021-03-19,-1,0.0,6.3
SZCZECIN,2021-06-05,20,0.0,5.2
KATOWICE,2021-06-06,17,0.09,3.7
KATOWICE,2021-08-15,23,0.0,5.2
KATOWICE,2021-10-30,11,0.0,7.3
KIELCE,2021-04-20,9,0.0,3.7
ZIELONA GORA,2021-03-30,16,0.0,5.3
GORZOW WLKP,2021-12-11,-3,0.05,3.2
SZCZECIN,2021-04-04,4,0.0,7.1
LUBLIN,2021-12-25,-4,0.0,10.3
OPOLE,2021-10-29,12,0.0,10
KIELCE,2021-06-27,19,0.77,2.7
OLSZTYN,2021-09-14,14,0.0,2.6
ZIELONA GORA,2021-09-26,18,0.0,4.4
ZIELONA GORA,2021-12-22,-3,0.02,3.3
BIALYSTOK,2021-06-14,15,0.34,4.1
KATOWICE,2021-08-03,18,0.16,4.5
LUBLIN,2021-05-15,14,0.0,5.9
LUBLIN,2021-09-05,10,0.0,3.3
OPOLE,2021-06-16,21,0.0,2.7
OPOLE,2021-12-28,-2,0.0,7.9
OLSZTYN,2021-03-26,7,0.0,3
ZIELONA GORA,2021-01-01,-1,0.0,4.5
ZIELONA GORA,2021-05-21,14,0.05,8.2
ZIELONA GORA,2021-09-01,16,0.15,6.2
ZIELONA GORA,2021-12-12,-1,0.0,4.8
ZIELONA GORA,2021-12-30,8,0.02,7
BIALYSTOK,2021-08-03,16,0.07,4.1
SZCZECIN,2021-08-04,18,0.0,4.5
GDANSK,2021-07-13,23,0.11,5.3
GDANSK,2021-12-18,4,0.0,7.2
LUBLIN,2021-10-30,11,0.0,6.6
OPOLE,2021-05-04,12,0.0,7.6
OPOLE,2021-07-30,22,0.0,3.6
KIELCE,2021-03-09,-4,0.0,1.9
KIELCE,2021-05-12,19,0.0,7.9
KIELCE,2021-11-07,4,,6.4
KIELCE,2021-12-27,-9,1.57,4.8
OLSZTYN,2021-07-08,21,0.3,4.9
ZIELONA GORA,2021-05-13,12,1.02,6.6
SZCZECIN,2021-10-02,13,0.0,9.1
GDANSK,2021-12-28,-7,0.0,14.9
LUBLIN,2021-12-14,-3,,4.3
LUBLIN,2021-12-15,2,,5.1
OPOLE,2021-08-09,20,0.0,2.6
OPOLE,2021-08-15,23,0.0,2.8
KIELCE,2021-09-07,13,0.0,2.8
GORZOW WLKP,2021-03-26,10,0.0,2.4
GORZOW WLKP,2021-03-31,15,0.0,3.4
SZCZECIN,2021-12-06,0,0.17,4.1
GDANSK,2021-03-01,3,0.0,5.2
GDANSK,2021-04-02,5,0.0,6.8
LUBLIN,2021-05-23,14,0.0,7.7
KIELCE,2021-09-02,13,0.01,4.4
KIELCE,2021-09-05,11,0.0,3
KIELCE,2021-10-02,12,0.0,5.3
KIELCE,2021-12-11,-1,0.0,1.9
OLSZTYN,2021-06-14,17,0.0,4.2
ZIELONA GORA,2021-10-06,13,0.43,3.8
ZIELONA GORA,2021-11-16,4,0.0,4
GORZOW WLKP,2021-10-13,7,0.07,4.8
BIALYSTOK,2021-02-05,-10,0.06,2.8
BIALYSTOK,2021-09-26,11,0.0,2
LUBLIN,2021-02-01,-14,0.0,4
OPOLE,2021-06-28,22,0.0,2.2
GORZOW WLKP,2021-02-23,7,0.0,4.2
GORZOW WLKP,2021-05-12,16,0.0,6.6
GORZOW WLKP,2021-12-08,-2,0.0,8.5
BIALYSTOK,2021-02-27,4,0.0,7
BIALYSTOK,2021-06-29,20,0.0,2.3
SZCZECIN,2021-07-24,22,0.0,6.6
KATOWICE,2021-03-28,4,0.11,7.7
LUBLIN,2021-04-28,7,0.0,6.7
KIELCE,2021-05-09,12,0.0,6.7
KATOWICE,2021-01-05,1,0.15,6.9
KIELCE,2021-03-02,4,0.0,4.6
ZIELONA GORA,2021-02-27,5,0.0,7.4
ZIELONA GORA,2021-05-07,5,0.06,5.7
ZIELONA GORA,2021-10-01,11,0.0,5.4
GORZOW WLKP,2021-12-31,11,0.19,7.3
BIALYSTOK,2021-06-06,19,0.0,4.4
KATOWICE,2021-05-04,11,0.0,12.1
KATOWICE,2021-06-19,24,0.0,7.6
KATOWICE,2021-08-22,19,0.0,4.7
GDANSK,2021-10-31,10,0.0,9.9
LUBLIN,2021-07-19,22,0.0,6.6
LUBLIN,2021-12-11,1,0.0,3.1
OPOLE,2021-02-14,-6,0.0,6.9
OPOLE,2021-09-07,17,0.0,2.3
ZIELONA GORA,2021-05-08,9,0.15,6
BIALYSTOK,2021-01-11,-1,0.0,4.3
SZCZECIN,2021-03-03,5,0.0,3.5
SZCZECIN,2021-12-07,-2,0.0,11
KATOWICE,2021-08-23,17,0.14,4.1
LUBLIN,2021-04-25,5,0.0,5
OPOLE,2021-06-26,20,0.0,2.6
KIELCE,2021-04-04,2,0.09,4.4
ZIELONA GORA,2021-05-01,7,0.0,3.4
GORZOW WLKP,2021-11-27,1,0.0,3.8
SZCZECIN,2021-04-10,6,0.0,4.2
SZCZECIN,2021-04-21,8,,9
SZCZECIN,2021-12-11,-1,0.16,5.6
KATOWICE,2021-04-25,5,0.0,5.3
KATOWICE,2021-08-14,23,0.0,3.9
LUBLIN,2021-04-10,12,0.0,10.6
OPOLE,2021-10-24,5,0.0,3.3
KIELCE,2021-08-12,17,0.04,2.7
GORZOW WLKP,2021-06-05,20,0.0,4
BIALYSTOK,2021-03-03,1,0.0,3.8
KATOWICE,2021-06-16,20,0.0,3.1
KATOWICE,2021-09-06,11,0.0,4.3
LUBLIN,2021-07-28,25,0.0,4.9
KIELCE,2021-03-03,3,0.0,1.9
OLSZTYN,2021-06-03,17,0.0,3.5
GORZOW WLKP,2021-06-11,21,0.0,4.1
GORZOW WLKP,2021-06-27,20,0.0,2.9
BIALYSTOK,2021-09-08,12,0.0,1.6
KATOWICE,2021-09-09,16,0.0,5.6
GDANSK,2021-02-18,-9,0.05,8.1
OPOLE,2021-09-26,17,0.0,2.8
OPOLE,2021-10-19,11,0.0,5.3
KIELCE,2021-03-17,1,0.0,7
KIELCE,2021-10-05,15,0.0,6.9
KIELCE,2021-12-12,-3,0.0,3.3
ZIELONA GORA,2021-01-27,0,0.01,5.4
GORZOW WLKP,2021-09-06,16,0.0,4.5
BIALYSTOK,2021-05-10,17,0.0,7.1
SZCZECIN,2021-06-09,18,0.0,5
GDANSK,2021-02-22,0,0.0,7.3
LUBLIN,2021-03-10,-3,0.0,2.8
KIELCE,2021-09-12,17,,2.3
OLSZTYN,2021-03-09,-3,0.0,2
ZIELONA GORA,2021-10-03,15,0.0,6.9
GORZOW WLKP,2021-11-02,8,0.26,3.2
BIALYSTOK,2021-07-27,21,0.23,2.6
KATOWICE,2021-09-08,16,0.0,4.1
OPOLE,2021-02-27,5,0.13,8.4
SZCZECIN,2021-11-03,6,0.14,5.3
LUBLIN,2021-07-02,20,0.0,9.2
OPOLE,2021-07-22,19,0.0,2.4
OPOLE,2021-08-12,19,0.0,1.9
KIELCE,2021-10-07,10,0.01,6
GORZOW WLKP,2021-05-10,20,0.0,5.1
BIALYSTOK,2021-06-20,24,0.0,3.3
GDANSK,2021-03-26,6,0.0,5
GDANSK,2021-03-31,11,0.0,5.3
OPOLE,2021-07-10,19,0.0,3.4
OPOLE,2021-12-11,0,0.0,3.4
KIELCE,2021-09-26,16,0.0,2.4
OLSZTYN,2021-02-26,7,0.0,7.8
OLSZTYN,2021-11-04,7,0.1,7.9
SZCZECIN,2021-12-25,-8,0.07,3.3
LUBLIN,2021-05-10,16,0.0,7.9
LUBLIN,2021-12-07,-3,0.0,7.5
KIELCE,2021-08-21,17,0.0,3.1
OLSZTYN,2021-04-09,6,0.0,8.2
OLSZTYN,2021-11-22,2,0.04,3.2
GORZOW WLKP,2021-01-09,1,0.0,3.4
GORZOW WLKP,2021-01-24,0,0.24,6.6
GORZOW WLKP,2021-04-09,7,0.03,6.3
GORZOW WLKP,2021-08-21,17,0.08,3.7
GDANSK,2021-07-14,24,0.0,5.3
GDANSK,2021-07-22,19,0.0,4.7
OPOLE,2021-08-11,19,0.0,3.4
ZIELONA GORA,2021-08-12,20,0.0,3.5
ZIELONA GORA,2021-08-13,23,0.0,3.8
ZIELONA GORA,2021-11-10,5,0.0,3.5
BIALYSTOK,2021-03-24,2,0.0,3.1
BIALYSTOK,2021-10-04,12,0.0,5.6
SZCZECIN,2021-07-06,22,0.0,7.6
KATOWICE,2021-11-09,6,0.04,5.1
GDANSK,2021-11-12,8,0.0,4.3
LUBLIN,2021-08-31,14,,5.5
OPOLE,2021-04-25,6,0.0,4.9
OPOLE,2021-06-23,20,0.0,3
OLSZTYN,2021-05-20,11,0.0,7.6
OLSZTYN,2021-08-11,16,0.67,3.3
ZIELONA GORA,2021-07-29,20,0.01,6.3
GORZOW WLKP,2021-04-20,11,0.09,4.9
GORZOW WLKP,2021-11-13,6,0.0,4.2
GORZOW WLKP,2021-12-06,0,0.05,3.8
BIALYSTOK,2021-06-26,20,0.45,4.1
KATOWICE,2021-07-07,25,0.0,4.8
GDANSK,2021-04-30,7,0.01,6.8
GDANSK,2021-08-23,18,0.0,11.4
LUBLIN,2021-06-16,20,0.0,4
LUBLIN,2021-07-26,21,,5.6
OPOLE,2021-09-08,17,0.0,3.9
ZIELONA GORA,2021-04-18,7,0.19,3.4
ZIELONA GORA,2021-06-11,21,0.0,4.5
ZIELONA GORA,2021-09-14,17,0.0,3.2
ZIELONA GORA,2021-09-20,11,0.0,3.3
GORZOW WLKP,2021-04-25,5,0.0,6.2
BIALYSTOK,2021-10-29,9,0.0,4.3
SZCZECIN,2021-01-12,1,0.06,6.9
GDANSK,2021-02-23,1,0.0,4.5
LUBLIN,2021-09-21,8,0.0,9
OLSZTYN,2021-03-27,8,0.08,6.4
ZIELONA GORA,2021-02-28,3,0.0,6.3
BIALYSTOK,2021-09-28,9,0.0,3.4
SZCZECIN,2021-06-28,21,0.0,4
KATOWICE,2021-08-19,17,0.0,7.7
KATOWICE,2021-10-31,10,0.0,6
LUBLIN,2021-07-22,20,0.0,6.3
OPOLE,2021-09-27,15,0.0,2.8
OPOLE,2021-10-10,5,0.0,2.4
KIELCE,2021-01-22,3,0.0,5
KIELCE,2021-05-10,18,0.0,7.2
ZIELONA GORA,2021-06-27,21,0.0,3.2
KATOWICE,2021-09-10,17,0.0,5.5
LUBLIN,2021-11-17,2,0.0,4.8
OPOLE,2021-05-09,15,0.0,8.7
OLSZTYN,2021-10-16,9,0.09,5.7
GORZOW WLKP,2021-07-13,24,0.05,4.8
GORZOW WLKP,2021-09-27,17,0.0,4.5
SZCZECIN,2021-10-12,7,0.04,5.8
KATOWICE,2021-10-16,8,0.02,5.4
LUBLIN,2021-10-25,5,0.0,4.7
OPOLE,2021-10-02,15,0.0,8.3
ZIELONA GORA,2021-07-27,22,0.13,4.4
KATOWICE,2021-08-02,16,0.68,8
GDANSK,2021-06-13,17,0.0,11.5
LUBLIN,2021-06-10,18,0.0,6.7
LUBLIN,2021-10-27,9,0.0,7.4
OPOLE,2021-10-03,15,0.0,7.2
OPOLE,2021-11-16,7,0.0,6.6
KIELCE,2021-01-20,0,0.11,3.6
KIELCE,2021-05-31,12,0.02,5.2
KIELCE,2021-06-16,19,0.0,2
OLSZTYN,2021-09-17,15,0.19,2.7
ZIELONA GORA,2021-01-19,1,0.12,7.5
ZIELONA GORA,2021-03-19,-1,0.04,4.8
BIALYSTOK,2021-08-24,14,0.0,5.7
KATOWICE,2021-11-17,3,0.0,6.4
LUBLIN,2021-03-28,6,0.0,7.7
LUBLIN,2021-06-14,16,0.0,8
LUBLIN,2021-09-06,10,0.0,1.7
LUBLIN,2021-10-06,12,0.0,11.3
KIELCE,2021-07-18,22,0.18,4.7
KIELCE,2021-10-10,5,0.0,4
OLSZTYN,2021-03-16,2,0.13,3.2
OLSZTYN,2021-06-28,19,0.0,3.4
ZIELONA GORA,2021-08-18,16,0.0,6.5
BIALYSTOK,2021-09-21,7,0.0,4.3
GDANSK,2021-02-07,-11,0.01,6.7
GDANSK,2021-02-25,5,0.0,5.4
LUBLIN,2021-05-21,14,0.0,7.6
LUBLIN,2021-12-13,-2,0.0,4.8
OPOLE,2021-01-11,-1,0.0,2.7
OPOLE,2021-07-21,18,0.0,3.7
OPOLE,2021-12-15,5,0.03,2.1
KIELCE,2021-11-28,3,0.0,2.8
SZCZECIN,2021-09-19,12,0.0,3.9
KATOWICE,2021-06-11,16,0.0,3.7
KATOWICE,2021-12-26,-11,0.0,3.2
LUBLIN,2021-08-05,16,,7.9
LUBLIN,2021-11-01,6,0.0,7
OPOLE,2021-02-24,9,0.0,3.3
ZIELONA GORA,2021-07-24,23,0.0,4.1
ZIELONA GORA,2021-09-04,16,0.0,3.3
ZIELONA GORA,2021-10-30,10,0.0,5.3
GORZOW WLKP,2021-05-17,14,0.04,4.1
GORZOW WLKP,2021-07-04,22,0.0,3
BIALYSTOK,2021-01-01,0,0.0,3.4
BIALYSTOK,2021-10-11,4,0.0,1.7
GDANSK,2021-10-02,11,0.0,10.4
LUBLIN,2021-07-04,18,,5.3
OPOLE,2021-01-03,1,0.03,2.9
KIELCE,2021-02-15,-7,,4.8
KIELCE,2021-02-23,2,0.0,2.1
KIELCE,2021-05-04,10,,7.6
ZIELONA GORA,2021-12-03,-1,0.0,8.5
BIALYSTOK,2021-12-26,-7,1.57,4.3
GDANSK,2021-07-25,23,0.0,6.1
KIELCE,2021-10-17,6,0.0,2.1
OLSZTYN,2021-10-04,14,0.0,5
OLSZTYN,2021-10-05,14,0.0,9.1
ZIELONA GORA,2021-05-09,17,0.0,7
OLSZTYN,2021-07-31,20,0.16,4.5
KIELCE,2021-07-13,23,0.54,4
OLSZTYN,2021-08-16,21,0.16,4.9
BIALYSTOK,2021-02-10,-9,0.0,2.1
OPOLE,2021-02-10,-7,0.05,2.6
ZIELONA GORA,2021-02-10,-10,0.01,2.5
GDANSK,2021-02-09,-8,0.0,8.4
GORZOW WLKP,2021-02-09,-8,0.02,3.1
LUBLIN,2021-01-19,-11,,4.3
OLSZTYN,2021-12-22,-4,0.39,3.4
LUBLIN,2021-01-13,-1,,8.8
LUBLIN,2021-01-26,0,,15
BIALYSTOK,2021-02-06,-13,,3.6
BIALYSTOK,2021-01-13,-1,0.09,4
BIALYSTOK,2021-12-25,-6,0.02,5.8
SZCZECIN,2021-12-23,-3,0.02,6.5
KATOWICE,2021-12-08,-4,0.0,10.8
ZIELONA GORA,2021-01-15,-2,0.01,6.2
OPOLE,2021-12-22,-3,,3.6
GDANSK,2021-01-04,1,0.09,10
ZIELONA GORA,2021-12-23,-3,0.0,5.7
GORZOW WLKP,2021-01-30,-2,0.04,6.8
SZCZECIN,2021-02-09,-9,0.01,2.7
KATOWICE,2021-03-08,-1,0.0,5.6
OPOLE,2021-02-07,-7,0.06,9.6
OLSZTYN,2021-02-07,-15,,5.7
OLSZTYN,2021-02-15,-2,0.03,4.5
BIALYSTOK,2021-12-06,-3,0.07,4.8
OLSZTYN,2021-12-25,-6,0.05,7.4
