name,date,temp,prcp,wdsp
OPOLE,2021-09-04,15,0.0,3.1
OPOLE,2021-10-25,9,0.0,9.6
OLSZTYN,2021-08-26,14,0.34,3.6
ZIELONA GORA,2021-09-27,16,0.0,3.7
ZIELONA GORA,2021-10-08,10,0.0,5.2
GORZOW WLKP,2021-01-27,0,0.0,3.6
SZCZECIN,2021-01-27,0,0.0,5.4
GDANSK,2021-06-28,19,0.0,5.4
GDANSK,2021-10-25,5,0.0,9.1
LUBLIN,2021-03-02,5,0.0,10.3
KIELCE,2021-10-26,4,0.0,2.8
OLSZTYN,2021-06-07,18,0.0,5.6
ZIELONA GORA,2021-03-02,7,0.0,3.6
ZIELONA GORA,2021-04-13,4,0.22,6.6
ZIELONA GORA,2021-09-08,19,0.0,3.4
ZIELONA GORA,2021-10-19,12,0.0,6
GORZOW WLKP,2021-06-19,27,0.0,4.2
KATOWICE,2021-08-12,17,0.0,2.8
KATOWICE,2021-12-10,-2,0.2,4.5
LUBLIN,2021-09-10,16,0.0,2.2
LUBLIN,2021-12-27,-9,0.0,6.8
OPOLE,2021-05-20,13,0.08,4.8
OLSZTYN,2021-07-04,21,0.26,5.3
GORZOW WLKP,2021-10-03,16,0.0,5.9
BIALYSTOK,2021-09-27,9,0.0,4.1
SZCZECIN,2021-07-16,24,0.0,6.1
KATOWICE,2021-03-18,0,0.02,6.2
OLSZTYN,2021-03-06,0,0.0,6.2
OLSZTYN,2021-10-12,7,0.02,5.1
ZIELONA GORA,2021-10-02,13,0.0,5.8
KATOWICE,2021-10-29,7,0.0,4.7
LUBLIN,2021-01-11,-1,0.0,4.1
OPOLE,2021-03-30,13,0.07,4
KIELCE,2021-12-05,0,,3
ZIELONA GORA,2021-10-28,10,0.0,4.6
GORZOW WLKP,2021-09-05,16,0.0,6
SZCZECIN,2021-06-06,18,0.0,5.2
SZCZECIN,2021-10-24,5,0.0,5.9
KATOWICE,2021-08-20,19,0.0,4.9
KIELCE,2021-03-26,6,0.0,2.6
KIELCE,2021-07-08,25,0.0,4.9
OLSZTYN,2021-06-09,18,0.0,6.1
BIALYSTOK,2021-02-07,-18,0.0,4.4
KATOWICE,2021-07-26,22,0.23,6.8
LUBLIN,2021-02-18,-8,0.0,5.3
LUBLIN,2021-03-09,-3,0.0,3.4
LUBLIN,2021-08-13,20,0.0,2.9
LUBLIN,2021-10-29,9,0.0,5.7
OLSZTYN,2021-01-01,-2,0.0,4.1
ZIELONA GORA,2021-01-25,0,0.11,5
ZIELONA GORA,2021-09-22,12,0.33,5
ZIELONA GORA,2021-12-02,3,0.15,10.8
GORZOW WLKP,2021-05-20,12,0.01,4.8
GORZOW WLKP,2021-12-20,1,0.01,6.9
SZCZECIN,2021-05-30,12,0.0,6.4
KATOWICE,2021-03-23,3,0.0,7.8
GDANSK,2021-03-06,2,0.0,10
GDANSK,2021-12-14,2,0.0,7
LUBLIN,2021-09-07,13,0.0,2
OPOLE,2021-03-15,4,0.06,3.3
KIELCE,2021-08-22,18,0.0,3.3
GORZOW WLKP,2021-12-21,-1,0.0,3.4
SZCZECIN,2021-06-13,14,0.0,10.6
KATOWICE,2021-09-27,15,0.0,6.6
KATOWICE,2021-11-06,6,0.0,8.3
LUBLIN,2021-10-16,9,0.0,7.5
LUBLIN,2021-11-06,7,0.0,11.1
OPOLE,2021-10-01,10,0.0,3.9
KIELCE,2021-10-11,5,0.0,2.2
OLSZTYN,2021-12-13,-1,0.0,3.7
BIALYSTOK,2021-07-07,23,0.0,3.2
SZCZECIN,2021-01-31,-3,0.0,5.4
SZCZECIN,2021-12-29,0,0.04,4.9
KATOWICE,2021-08-18,16,0.01,8.7
GDANSK,2021-09-01,17,0.0,9.6
LUBLIN,2021-03-31,14,0.0,5.7
OPOLE,2021-07-18,24,0.0,3
KIELCE,2021-02-06,-4,0.0,5.6
GORZOW WLKP,2021-02-18,4,0.08,5.1
GORZOW WLKP,2021-11-22,4,0.01,5.6
BIALYSTOK,2021-02-18,-12,0.0,3.5
SZCZECIN,2021-05-06,7,0.02,9.8
SZCZECIN,2021-11-10,5,0.0,5.3
LUBLIN,2021-09-09,17,0.0,2.8
OLSZTYN,2021-06-21,27,0.0,5.8
GORZOW WLKP,2021-06-14,18,0.0,3.2
BIALYSTOK,2021-03-04,1,0.01,4.7
BIALYSTOK,2021-12-27,-9,1.57,3
SZCZECIN,2021-08-24,15,0.0,6.2
KATOWICE,2021-02-28,4,0.0,8.4
KATOWICE,2021-04-24,7,0.0,6.4
KATOWICE,2021-05-19,10,0.08,5.6
KATOWICE,2021-07-21,18,0.33,5.2
KATOWICE,2021-11-29,0,0.19,10.9
GDANSK,2021-04-09,7,0.02,12.5
LUBLIN,2021-05-13,14,0.0,6.7
OLSZTYN,2021-09-28,10,0.0,5.9
GORZOW WLKP,2021-01-21,7,0.0,6.6
GORZOW WLKP,2021-09-02,17,0.0,5.3
KATOWICE,2021-08-28,12,0.15,3
GDANSK,2021-03-30,13,0.23,6.2
LUBLIN,2021-06-06,19,0.0,6.1
LUBLIN,2021-06-21,24,0.0,5.1
KIELCE,2021-01-31,-7,0.19,2.5
OLSZTYN,2021-02-28,2,0.0,7.1
OLSZTYN,2021-05-29,10,0.13,5.3
GORZOW WLKP,2021-08-12,20,0.0,3.1
GORZOW WLKP,2021-12-07,-2,0.0,5.6
BIALYSTOK,2021-03-02,3,0.0,6.8
BIALYSTOK,2021-06-27,19,0.0,4.1
KATOWICE,2021-03-07,0,0.0,11
KATOWICE,2021-04-16,2,0.16,9.3
KATOWICE,2021-10-25,6,0.0,5.3
GDANSK,2021-05-19,13,0.03,6.8
LUBLIN,2021-10-26,7,0.0,5.9
KIELCE,2021-07-11,20,0.0,3.6
OLSZTYN,2021-07-03,20,0.77,6.6
ZIELONA GORA,2021-02-24,13,0.0,4.9
GORZOW WLKP,2021-04-24,8,0.0,6.2
SZCZECIN,2021-06-19,27,0.0,7.1
KATOWICE,2021-04-26,3,0.0,5.4
KATOWICE,2021-07-06,22,0.0,4
LUBLIN,2021-09-26,15,0.0,3.8
KIELCE,2021-07-14,26,0.0,4
OLSZTYN,2021-12-18,3,0.0,6.4
ZIELONA GORA,2021-03-26,12,0.0,4.2
BIALYSTOK,2021-10-03,12,0.0,5.1
SZCZECIN,2021-07-13,24,0.0,7.2
SZCZECIN,2021-08-02,17,0.0,8.4
SZCZECIN,2021-08-14,19,0.0,7.1
SZCZECIN,2021-11-14,6,0.0,3
GDANSK,2021-04-23,6,0.0,8.8
GDANSK,2021-08-12,18,0.07,5.4
LUBLIN,2021-04-11,13,0.0,7.8
KIELCE,2021-04-01,13,0.0,4.1
OLSZTYN,2021-10-09,5,0.0,2.2
ZIELONA GORA,2021-06-20,28,0.0,5.7
GDANSK,2021-02-28,3,0.0,6.8
OPOLE,2021-04-09,7,0.01,7.4
KIELCE,2021-12-23,-6,0.39,4.6
ZIELONA GORA,2021-12-13,4,0.02,3.6
BIALYSTOK,2021-02-23,2,0.0,3
SZCZECIN,2021-12-30,5,0.01,4.8
KATOWICE,2021-06-02,14,0.0,6.7
KATOWICE,2021-11-11,6,0.0,7.3
KATOWICE,2021-11-28,1,0.01,4.7
LUBLIN,2021-06-01,13,0.0,2.8
ZIELONA GORA,2021-07-18,21,0.12,5.9
ZIELONA GORA,2021-11-26,2,0.0,4.9
GORZOW WLKP,2021-03-25,8,0.0,3.4
BIALYSTOK,2021-10-17,7,0.0,4.3
SZCZECIN,2021-02-01,-4,0.0,9.7
LUBLIN,2021-07-20,21,0.0,5.7
OPOLE,2021-04-27,6,0.0,3.9
KIELCE,2021-10-25,4,0.0,3.3
KIELCE,2021-11-01,7,0.0,5.1
KIELCE,2021-12-13,-5,1.57,1.9
OLSZTYN,2021-06-10,18,0.0,5.6
BIALYSTOK,2021-10-07,8,0.0,5.3
GDANSK,2021-09-20,12,0.0,10.4
GDANSK,2021-10-10,7,0.0,4.3
LUBLIN,2021-05-11,17,0.0,10.6
LUBLIN,2021-06-07,19,0.0,5.6
OPOLE,2021-10-11,7,0.0,2.6
KIELCE,2021-06-12,17,,5.4
KIELCE,2021-12-03,-1,0.0,4.9
OLSZTYN,2021-02-06,-11,0.0,2.4
ZIELONA GORA,2021-10-25,7,0.0,6
KATOWICE,2021-04-15,1,0.04,7.7
KATOWICE,2021-04-20,8,0.15,4.2
KATOWICE,2021-07-13,23,0.0,6.7
LUBLIN,2021-02-06,-7,0.0,5.3
KIELCE,2021-01-11,-3,0.0,2.8
GORZOW WLKP,2021-01-02,-1,0.03,3.4
GORZOW WLKP,2021-04-04,5,0.02,5.7
BIALYSTOK,2021-02-24,5,,3.3
SZCZECIN,2021-09-22,12,0.38,3.4
GDANSK,2021-06-18,23,0.0,6.7
LUBLIN,2021-06-27,20,0.0,5.6
LUBLIN,2021-10-14,6,0.0,6.8
KIELCE,2021-08-13,19,0.0,3.6
KIELCE,2021-12-31,8,0.14,6.6
OLSZTYN,2021-09-05,9,0.0,3
GORZOW WLKP,2021-06-17,24,0.0,5.1
SZCZECIN,2021-08-21,16,0.32,3.7
GDANSK,2021-08-13,20,0.0,4.8
KIELCE,2021-08-19,16,0.0,3.3
OLSZTYN,2021-12-11,-1,0.01,3.1
BIALYSTOK,2021-12-12,-2,0.0,3.6
OPOLE,2021-02-25,8,0.0,3.1
KIELCE,2021-04-12,10,0.01,6
OLSZTYN,2021-09-08,15,0.0,2.3
ZIELONA GORA,2021-12-20,-1,0.03,6.9
GORZOW WLKP,2021-02-14,-6,0.0,4.9
SZCZECIN,2021-01-10,0,0.02,5.2
SZCZECIN,2021-07-27,23,0.0,5.4
GDANSK,2021-03-24,6,0.0,4.9
LUBLIN,2021-05-17,15,0.0,3
KIELCE,2021-12-10,-1,0.09,2.4
OLSZTYN,2021-01-07,0,0.07,3.2
ZIELONA GORA,2021-10-26,9,0.0,5.5
BIALYSTOK,2021-06-28,19,0.0,3.3
KIELCE,2021-06-20,24,0.0,6.3
LUBLIN,2021-07-11,22,0.0,4
OLSZTYN,2021-06-30,22,0.0,4
GDANSK,2021-02-10,-10,0.0,3.7
OPOLE,2021-02-13,-3,0.02,8
KATOWICE,2021-02-10,-7,0.02,2.7
LUBLIN,2021-02-10,-7,,2.8
KATOWICE,2021-02-13,-4,0.02,8.8
OPOLE,2021-02-09,-9,0.07,2.4
ZIELONA GORA,2021-02-09,-10,0.01,2.9
BIALYSTOK,2021-02-09,-9,0.02,4.1
GDANSK,2021-01-17,-16,0.13,4.3
ZIELONA GORA,2021-02-01,-5,0.0,7.7
BIALYSTOK,2021-01-19,-15,,3.9
LUBLIN,2021-01-30,-5,,5.3
OPOLE,2021-03-08,0,0.04,4.2
GDANSK,2021-02-06,-7,0.03,5.4
GDANSK,2021-12-09,-4,0.0,8
LUBLIN,2021-02-08,-9,,16.7
KIELCE,2021-01-29,-4,0.06,4.1
ZIELONA GORA,2021-01-07,0,0.02,5.7
SZCZECIN,2021-01-25,0,0.17,3.4
LUBLIN,2021-01-20,0,,9.3
LUBLIN,2021-03-21,-1,,11.4
KIELCE,2021-02-08,-9,0.25,7.6
KIELCE,2021-01-27,-1,0.04,5
ZIELONA GORA,2021-02-15,-5,0.0,4.5
GDANSK,2021-01-25,1,0.27,5.2
BIALYSTOK,2021-01-25,0,0.21,3.9
KATOWICE,2021-04-06,0,0.0,9.3
LUBLIN,2021-01-15,-7,,8.6
SZCZECIN,2021-02-15,-7,0.0,8.8
LUBLIN,2021-01-14,-3,,6
KATOWICE,2021-01-11,-3,0.0,3.6
BIALYSTOK,2021-01-17,-20,0.28,2.8
OPOLE,2021-02-05,0,0.02,5
OPOLE,2021-12-21,-1,,3.9
KIELCE,2021-12-07,-3,0.04,4.3
BIALYSTOK,2021-01-14,-5,0.27,4.9
OPOLE,2021-01-15,-3,0.01,4.3
OLSZTYN,2021-01-09,-1,2.36,3.8
BIALYSTOK,2021-01-28,-2,0.06,3.3
ZIELONA GORA,2021-02-07,-8,0.12,10.4
LUBLIN,2021-03-22,1,,6.7
KATOWICE,2021-02-01,-8,0.0,8.3
LUBLIN,2021-01-17,-10,,5.1
KIELCE,2021-02-07,-9,0.02,9.6
GDANSK,2021-01-31,-2,0.0,9.3
BIALYSTOK,2021-12-04,-1,0.0,3.8
GDANSK,2021-12-10,0,0.0,8.4
OPOLE,2021-01-16,-4,4.33,9.5
ZIELONA GORA,2021-01-16,-4,0.03,7.5
OLSZTYN,2021-01-27,0,0.01,7.2
ZIELONA GORA,2021-12-07,-2,0.01,5.7
KATOWICE,2021-01-12,-2,0.0,13
LUBLIN,2021-12-08,-6,,7.6
KIELCE,2021-02-05,-2,0.05,3.7
GORZOW WLKP,2021-12-10,-1,0.07,3.4
KATOWICE,2021-02-14,-7,0.0,9
LUBLIN,2021-12-21,-5,,8
ZIELONA GORA,2021-02-06,-3,0.0,7.4
LUBLIN,2021-01-25,0,,7.1
BIALYSTOK,2021-11-30,0,0.09,6.1
OPOLE,2021-01-08,1,0.01,3.4
BIALYSTOK,2021-01-29,-5,0.08,3.2
LUBLIN,2021-02-14,-3,,11.9
LUBLIN,2021-02-16,-5,,5.3
BIALYSTOK,2021-01-18,-18,,1.9
KATOWICE,2021-01-13,-1,0.12,10.1
LUBLIN,2021-03-19,0,,4.3
BIALYSTOK,2021-12-21,-7,0.39,4.9
KIELCE,2021-01-17,-11,0.06,3.8
LUBLIN,2021-01-28,-1,,6.9
GORZOW WLKP,2021-01-29,-2,0.0,2.6
ZIELONA GORA,2021-02-19,4,0.06,7.9
GORZOW WLKP,2021-02-19,4,0.11,6.3
KIELCE,2021-02-19,-7,,2.8
BIALYSTOK,2021-04-14,3,0.39,6
OPOLE,2021-07-19,19,0.28,3.1
ZIELONA GORA,2021-05-29,11,0.06,6.1
OPOLE,2021-05-29,12,0.08,4.5
BIALYSTOK,2021-08-10,18,0.02,1.9
BIALYSTOK,2021-11-21,7,0.04,6.8
KATOWICE,2021-09-23,13,0.0,11.5
OLSZTYN,2021-10-07,10,,5.9
GORZOW WLKP,2021-03-29,12,0.01,5.4
BIALYSTOK,2021-11-14,4,,4.2
SZCZECIN,2021-10-14,10,0.02,5.6
LUBLIN,2021-05-14,14,,6.4
SZCZECIN,2021-11-07,8,0.08,8.5
KATOWICE,2021-05-18,10,1.17,7.2
OPOLE,2021-09-12,19,,2.3
ZIELONA GORA,2021-01-22,7,0.0,6.7
LUBLIN,2021-04-12,14,,6.7
OPOLE,2021-05-21,14,0.0,6.2
ZIELONA GORA,2021-12-01,3,0.15,7.9
GDANSK,2021-03-12,5,0.06,11.7
GDANSK,2021-04-11,11,0.0,9.9
GORZOW WLKP,2021-08-26,15,0.13,5.7
BIALYSTOK,2021-04-18,10,0.0,2.8
OPOLE,2021-10-15,11,,5.5
KATOWICE,2021-04-22,7,0.05,7.5
GDANSK,2021-05-26,11,0.21,9.1
ZIELONA GORA,2021-11-22,4,0.02,4.9
BIALYSTOK,2021-10-15,10,0.01,5.1
SZCZECIN,2021-07-01,17,3.79,7.4
KATOWICE,2021-03-29,8,0.0,6.5
GDANSK,2021-11-06,9,0.02,11.3
OLSZTYN,2021-03-12,4,0.13,7.7
GORZOW WLKP,2021-07-18,21,0.07,6.2
SZCZECIN,2021-10-17,9,0.0,5.3
LUBLIN,2021-05-02,11,,13.7
LUBLIN,2021-07-10,22,,6.5
OLSZTYN,2021-08-07,19,2.04,4.9
KATOWICE,2021-06-23,21,0.0,4.7
KATOWICE,2021-07-03,18,0.0,7.2
GDANSK,2021-10-14,8,0.13,6.6
LUBLIN,2021-08-29,13,,3.6
OPOLE,2021-02-26,7,0.02,5
OPOLE,2021-08-20,19,,2.3
OLSZTYN,2021-05-14,14,,4.5
ZIELONA GORA,2021-10-23,6,0.02,7.9
ZIELONA GORA,2021-11-01,10,0.0,5
GORZOW WLKP,2021-06-15,18,0.0,4.8
GDANSK,2021-04-08,5,0.01,6.6
LUBLIN,2021-03-13,6,,11.7
SZCZECIN,2021-03-14,5,0.23,11.3
SZCZECIN,2021-11-25,4,0.01,6
ZIELONA GORA,2021-11-23,2,0.0,6
BIALYSTOK,2021-11-03,5,0.01,3.1
KATOWICE,2021-04-21,10,0.0,7.1
OLSZTYN,2021-08-23,16,0.0,5.7
OLSZTYN,2021-10-11,5,,4.1
ZIELONA GORA,2021-10-11,7,0.0,5.2
KATOWICE,2021-10-15,9,0.0,11.8
LUBLIN,2021-09-01,15,,7.2
ZIELONA GORA,2021-07-01,17,1.91,6.4
BIALYSTOK,2021-04-20,10,,3.4
BIALYSTOK,2021-07-21,19,,4.6
GDANSK,2021-04-29,10,0.0,6.3
GDANSK,2021-05-18,12,0.17,7.3
LUBLIN,2021-08-23,16,,7.5
ZIELONA GORA,2021-05-18,12,0.04,6.6
SZCZECIN,2021-04-11,11,0.07,10.7
SZCZECIN,2021-05-09,16,0.0,11.4
SZCZECIN,2021-08-08,19,0.28,6.6
SZCZECIN,2021-09-25,17,0.0,6.2
SZCZECIN,2021-09-27,17,,9.7
SZCZECIN,2021-10-15,11,0.01,9
GDANSK,2021-08-08,19,0.09,5.7
GDANSK,2021-09-23,13,0.0,8.9
KIELCE,2021-03-25,4,,2.4
OLSZTYN,2021-05-16,13,0.11,4.9
ZIELONA GORA,2021-05-28,11,0.16,6.3
ZIELONA GORA,2021-12-18,4,0.0,7.4
GORZOW WLKP,2021-04-22,7,0.0,8.3
GORZOW WLKP,2021-10-19,12,0.01,4.2
OPOLE,2021-08-24,15,0.01,5.7
OLSZTYN,2021-06-05,18,0.0,4.3
OLSZTYN,2021-11-06,8,0.04,9
SZCZECIN,2021-06-24,16,0.03,3.8
LUBLIN,2021-10-13,7,,5.7
LUBLIN,2021-12-02,5,,12.4
OPOLE,2021-06-25,19,0.06,3
OPOLE,2021-08-25,15,0.04,2.8
OLSZTYN,2021-12-17,4,,10.2
ZIELONA GORA,2021-08-26,14,0.37,5.9
BIALYSTOK,2021-11-20,9,0.01,8.9
SZCZECIN,2021-03-06,0,,5.7
SZCZECIN,2021-04-08,4,0.07,9.9
KATOWICE,2021-04-02,7,0.07,6
KATOWICE,2021-11-18,6,0.0,10.3
GDANSK,2021-08-16,21,0.0,7
GORZOW WLKP,2021-09-25,17,0.0,4.8
SZCZECIN,2021-03-16,3,0.18,8.1
OPOLE,2021-06-10,18,,3.1
OLSZTYN,2021-09-20,8,0.0,7.4
ZIELONA GORA,2021-05-23,12,0.07,5.6
GORZOW WLKP,2021-06-22,19,0.01,5.6
BIALYSTOK,2021-10-21,13,0.0,7.4
GDANSK,2021-03-27,8,0.08,10.4
LUBLIN,2021-04-30,13,,7.5
KIELCE,2021-08-30,13,0.46,4.3
OLSZTYN,2021-05-07,6,0.0,3.2
SZCZECIN,2021-07-10,18,0.92,6.2
SZCZECIN,2021-10-19,11,0.02,6.2
LUBLIN,2021-05-01,9,,4.7
OLSZTYN,2021-04-11,12,,6.6
GORZOW WLKP,2021-10-21,13,0.03,10.9
KATOWICE,2021-07-19,19,0.0,6.7
GDANSK,2021-11-09,5,0.15,8.1
LUBLIN,2021-07-03,19,,7.4
OPOLE,2021-05-07,8,0.11,6.9
LUBLIN,2021-09-16,17,,4.4
OPOLE,2021-08-30,14,0.26,2.9
ZIELONA GORA,2021-04-17,5,0.05,3.9
GORZOW WLKP,2021-06-12,17,0.16,5.3
BIALYSTOK,2021-03-14,5,0.06,6.7
BIALYSTOK,2021-05-01,8,0.0,4
BIALYSTOK,2021-05-26,12,0.45,4.9
BIALYSTOK,2021-09-16,15,0.24,3.2
BIALYSTOK,2021-11-06,8,0.02,6.8
KATOWICE,2021-05-27,14,0.0,9.1
OPOLE,2021-06-01,14,0.0,2.3
KIELCE,2021-02-27,5,0.0,7.9
OLSZTYN,2021-04-16,5,0.27,7.2
GDANSK,2021-06-15,16,0.02,5.7
LUBLIN,2021-08-02,18,,10
ZIELONA GORA,2021-11-05,7,0.55,8.2
BIALYSTOK,2021-09-15,16,,1.9
SZCZECIN,2021-05-07,6,0.0,5.6
OPOLE,2021-03-01,3,,3.1
BIALYSTOK,2021-08-21,16,0.73,3.6
SZCZECIN,2021-12-31,11,0.13,7.8
KATOWICE,2021-12-19,3,0.0,12.3
GDANSK,2021-06-01,12,0.08,6.2
OPOLE,2021-10-18,9,0.06,3.6
KIELCE,2021-03-01,3,,5
OLSZTYN,2021-09-04,10,0.0,3.1
ZIELONA GORA,2021-03-27,7,0.04,7.7
GORZOW WLKP,2021-10-17,9,0.0,4.6
BIALYSTOK,2021-09-02,12,0.0,4.7
BIALYSTOK,2021-11-24,4,0.1,4.8
KATOWICE,2021-03-15,2,0.0,3.4
OPOLE,2021-09-13,18,,2
KIELCE,2021-05-02,9,0.31,10.1
ZIELONA GORA,2021-08-22,18,0.0,3.5
GORZOW WLKP,2021-05-16,13,0.15,4.1
BIALYSTOK,2021-10-20,12,0.02,5.7
SZCZECIN,2021-10-27,12,,6.2
LUBLIN,2021-04-03,4,,5.4
OPOLE,2021-05-03,8,0.45,9.2
OPOLE,2021-06-04,19,,3.2
OPOLE,2021-08-14,24,0.0,3.1
BIALYSTOK,2021-01-24,2,0.02,3.6
OLSZTYN,2021-07-02,17,0.46,6.1
OLSZTYN,2021-08-17,16,0.06,7
ZIELONA GORA,2021-05-20,11,0.02,5.3
BIALYSTOK,2021-07-02,18,1.86,3.2
LUBLIN,2021-05-08,7,,9.3
LUBLIN,2021-08-30,14,,4.7
OPOLE,2021-03-04,6,0.04,5.6
ZIELONA GORA,2021-07-10,19,0.13,5.5
ZIELONA GORA,2021-07-12,20,0.11,3.2
ZIELONA GORA,2021-11-08,7,0.01,6.8
SZCZECIN,2021-05-05,9,0.09,12.4
SZCZECIN,2021-07-21,17,,4.7
SZCZECIN,2021-10-26,8,,4.8
GDANSK,2021-04-27,4,0.0,5.2
LUBLIN,2021-04-01,14,,5.5
KIELCE,2021-03-23,4,,6.9
KIELCE,2021-08-20,18,,2.7
GORZOW WLKP,2021-04-01,11,0.02,5.9
GORZOW WLKP,2021-07-22,20,0.0,3.7
BIALYSTOK,2021-05-18,15,0.0,4
SZCZECIN,2021-06-12,17,0.08,8.8
OPOLE,2021-08-18,17,0.0,5.3
BIALYSTOK,2021-04-15,5,0.08,5.1
BIALYSTOK,2021-05-28,11,0.0,2.5
SZCZECIN,2021-05-28,12,0.0,7.4
LUBLIN,2021-04-22,8,,8.7
LUBLIN,2021-11-02,4,,5.6
OLSZTYN,2021-03-28,5,0.1,4.9
ZIELONA GORA,2021-11-25,2,0.0,5.3
BIALYSTOK,2021-05-29,11,0.02,4.2
SZCZECIN,2021-04-16,5,0.0,10.1
KATOWICE,2021-11-15,5,0.0,8.4
OPOLE,2021-09-17,15,0.37,4
OLSZTYN,2021-02-24,8,3.54,4.4
ZIELONA GORA,2021-03-04,4,0.0,6.5
KATOWICE,2021-02-27,4,0.17,8.4
GDANSK,2021-04-18,8,0.02,7
GDANSK,2021-11-22,3,0.06,4.7
ZIELONA GORA,2021-06-04,18,0.01,4.7
GORZOW WLKP,2021-06-23,19,0.0,4.1
BIALYSTOK,2021-06-10,18,0.08,3.6
BIALYSTOK,2021-09-30,9,0.28,3.7
SZCZECIN,2021-03-23,5,0.02,6.6
GDANSK,2021-07-02,18,0.07,6.4
GDANSK,2021-11-27,2,0.0,3.5
KIELCE,2021-11-08,6,0.0,4.8
BIALYSTOK,2021-08-07,17,0.31,5.3
KATOWICE,2021-04-30,13,0.15,7.9
OLSZTYN,2021-11-16,4,0.0,4.2
ZIELONA GORA,2021-09-17,14,0.02,6.7
GORZOW WLKP,2021-08-04,17,0.01,3.4
GORZOW WLKP,2021-11-01,10,0.03,3.5
BIALYSTOK,2021-12-17,3,0.01,6.2
GDANSK,2021-07-10,19,0.15,8.3
GDANSK,2021-11-23,4,0.01,7.5
LUBLIN,2021-06-09,20,,6.2
GORZOW WLKP,2021-09-21,12,0.0,3.8
GORZOW WLKP,2021-10-18,11,0.0,4.5
SZCZECIN,2021-03-22,4,0.02,5.4
KATOWICE,2021-03-01,2,0.0,4.8
ZIELONA GORA,2021-04-10,6,0.0,3.7
ZIELONA GORA,2021-07-07,18,0.0,5.3
GORZOW WLKP,2021-05-03,6,0.86,5.9
BIALYSTOK,2021-05-17,14,0.04,2.3
SZCZECIN,2021-11-20,11,,10.8
GDANSK,2021-01-23,2,0.0,8.2
GDANSK,2021-03-15,3,0.02,6.8
LUBLIN,2021-01-06,3,,4.8
ZIELONA GORA,2021-05-16,12,0.12,4.6
GORZOW WLKP,2021-08-06,19,0.0,3
SZCZECIN,2021-09-12,18,0.05,4
GDANSK,2021-03-14,4,0.19,11.5
GDANSK,2021-11-17,5,0.0,7.4
OPOLE,2021-12-16,6,0.01,5.5
ZIELONA GORA,2021-03-28,6,0.0,6.9
GORZOW WLKP,2021-04-15,3,0.0,9.1
KATOWICE,2021-10-22,8,0.0,14.3
GDANSK,2021-04-22,5,0.04,11.8
LUBLIN,2021-03-30,10,,5.2
LUBLIN,2021-04-23,5,,9.3
OPOLE,2021-05-24,13,0.0,5.9
OPOLE,2021-06-02,17,0.0,4.9
KIELCE,2021-09-01,14,0.09,7.3
ZIELONA GORA,2021-11-21,7,0.01,6
GORZOW WLKP,2021-04-11,12,0.07,7
GORZOW WLKP,2021-05-04,9,0.05,7.3
GORZOW WLKP,2021-09-24,14,0.02,8.1
BIALYSTOK,2021-05-02,9,0.03,8.7
SZCZECIN,2021-08-09,18,0.08,5.6
GDANSK,2021-08-01,19,0.0,5.3
GDANSK,2021-11-05,8,0.21,10.8
LUBLIN,2021-10-12,6,,5.6
OPOLE,2021-10-07,12,0.12,3.6
OLSZTYN,2021-06-23,20,0.2,5.4
ZIELONA GORA,2021-07-05,20,0.0,4.3
GORZOW WLKP,2021-11-19,11,0.06,9.9
SZCZECIN,2021-11-23,5,0.02,6
LUBLIN,2021-04-16,6,,6.5
OPOLE,2021-03-13,7,0.06,9.1
OLSZTYN,2021-08-20,16,0.0,4.1
ZIELONA GORA,2021-02-17,3,0.01,7
BIALYSTOK,2021-09-14,15,,2
GDANSK,2021-03-29,9,0.08,7
OPOLE,2021-06-05,19,0.05,4.5
OLSZTYN,2021-10-18,8,0.01,4.2
ZIELONA GORA,2021-08-31,15,0.29,7.8
GORZOW WLKP,2021-03-23,6,0.0,5.7
GDANSK,2021-07-20,20,0.0,6.1
OPOLE,2021-08-26,14,0.14,3.6
OPOLE,2021-11-22,6,0.02,3.3
ZIELONA GORA,2021-08-07,19,0.04,4.7
BIALYSTOK,2021-05-16,13,0.31,2.3
OPOLE,2021-07-09,21,0.6,4
GDANSK,2021-07-09,22,0.3,8.1
KIELCE,2021-07-15,23,0.36,3.8
KIELCE,2021-07-09,23,0.01,4.6
KIELCE,2021-08-10,20,0.0,4.2
GORZOW WLKP,2021-05-15,13,0.0,4.7
GDANSK,2021-07-05,21,0.0,4.2
ZIELONA GORA,2021-07-26,22,0.0,2.8
BIALYSTOK,2021-08-20,17,0.02,3
LUBLIN,2021-08-15,23,,4.2
LUBLIN,2021-08-09,20,,4.2
KATOWICE,2021-06-24,23,0.04,6.8
KATOWICE,2021-06-09,18,0.35,4.6
OLSZTYN,2021-10-21,13,0.02,10.2
LUBLIN,2021-05-18,14,,8.4
OPOLE,2021-07-14,23,0.0,3.8
KATOWICE,2021-07-17,23,0.0,4.4
LUBLIN,2021-06-24,25,,5.1
OLSZTYN,2021-07-16,22,0.0,3.7
BIALYSTOK,2021-08-04,15,0.0,1.9
LUBLIN,2021-06-25,21,,4.8
ZIELONA GORA,2021-08-10,18,0.0,3.5
GORZOW WLKP,2021-06-21,26,0.08,4.7
OPOLE,2021-08-03,18,0.04,3.3
ZIELONA GORA,2021-04-29,11,0.12,6.2
ZIELONA GORA,2021-05-15,12,0.01,4.9
BIALYSTOK,2021-08-16,20,,2.7
